congress,party_code,nominate_dim1,nominate_dim2
108,100,-0.382,-0.579
108,100,-0.446,-0.596
108,200,0.257,-0.247
108,100,-0.266,0.045
108,100,-0.354,-0.416
108,100,-0.367,-0.243
108,200,0.363,0.124
108,100,-0.291,0.127
108,100,-0.267,0.09
108,100,-0.296,0.582
108,200,0.289,-0.418
108,200,0.239,-0.803
108,200,0.52,0.111
108,200,0.552,0.045
108,100,-0.33,-0.484
108,200,0.192,-0.21
108,200,0.068,-0.627
108,200,0.338,-0.234
108,100,-0.367,-0.172
108,200,0.003,-1
108,100,-0.293,0.925
108,200,0.368,-0.279
108,100,-0.303,0.114
108,100,-0.25,0.143
108,200,0.324,-0.176
108,200,0.366,-0.222
108,200,0.471,-0.07
108,200,0.356,0.012
108,200,0.382,-0.004
108,200,0.331,-0.11
108,100,-0.36,-0.121
108,200,0.262,-0.131
108,200,0.409,-0.053
108,100,-0.305,-0.409
108,100,-0.352,-0.305
108,100,-0.309,0.729
108,100,-0.326,0.177
108,100,-0.256,-0.406
108,100,-0.308,-0.951
108,200,0.446,-0.128
108,200,0.545,0.199
109,200,0.549,0.13
109,200,0.446,0.57
109,200,0.219,-0.5
109,200,0.208,-0.314
109,200,0.381,-0.626
109,200,0.548,-0.413
109,100,-0.166,0.178
109,100,-0.199,0.463
109,100,-0.45,-0.423
109,100,-0.268,-0.184
109,200,0.572,-0.121
109,100,-0.223,0.042
109,100,-0.328,-0.317
109,100,-0.205,-0.312
109,100,-0.314,-0.042
109,100,-0.179,-0.224
109,100,-0.193,0.337
109,200,0.333,-0.417
109,200,0.423,0.205
109,200,0.402,-0.011
109,100,-0.319,0.062
109,100,-0.419,0.273
109,200,0.494,-0.014
109,200,0.504,0.293
109,100,-0.348,-0.305
109,100,-0.343,-0.434
109,200,0.304,-0.466
109,100,-0.158,-0.142
109,200,0.36,-0.039
109,100,-0.351,-0.546
109,200,0.413,-0.09
109,200,0.439,-0.306
109,200,0.403,0.025
109,200,0.521,-0.049
109,200,0.495,0.323
109,100,-0.203,0.444
109,200,0.091,-0.548
109,200,0.118,-0.525
109,100,-0.435,-0.221
109,100,-0.37,-0.128
109,100,-0.443,-0.49
109,100,-0.352,-0.382
109,100,-0.395,-0.116
109,100,-0.343,-0.015
109,100,-0.421,0.209
109,200,0.185,-0.125
109,200,0.287,0.051
109,200,0.39,0.194
109,200,0.31,-0.169
109,200,0.364,0.098
109,100,-0.212,0.017
109,200,0.361,0.222
109,100,-0.03,0.588
109,200,0.344,-0.498
109,100,-0.276,0.258
109,200,0.508,-0.464
109,200,0.429,-0.737
109,200,0.473,-0.52
109,100,-0.382,-0.579
109,100,-0.366,-0.126
109,100,-0.446,-0.596
109,200,0.257,-0.247
109,100,-0.266,0.045
109,100,-0.354,-0.416
109,100,-0.367,-0.243
109,200,0.435,-0.07
109,200,0.363,0.124
109,100,-0.267,0.09
109,100,-0.296,0.582
109,200,0.289,-0.418
109,200,0.239,-0.803
109,200,0.552,0.045
109,200,0.782,0.055
109,100,-0.33,-0.484
109,200,0.192,-0.21
109,200,0.068,-0.627
109,200,0.338,-0.234
109,100,-0.367,-0.172
109,200,0.003,-1
109,200,0.368,-0.279
109,200,0.7,-0.102
109,100,-0.25,0.143
109,200,0.432,0.228
109,200,0.324,-0.176
109,200,0.366,-0.222
109,200,0.471,-0.07
109,200,0.356,0.012
109,200,0.382,-0.004
109,200,0.331,-0.11
109,100,-0.36,-0.121
109,200,0.262,-0.131
109,200,0.409,-0.053
109,100,-0.305,-0.409
109,100,-0.352,-0.305
109,100,-0.309,0.729
109,100,-0.326,0.177
109,100,-0.256,-0.406
109,100,-0.308,-0.951
109,200,0.446,-0.128
109,200,0.545,0.199
110,200,0.549,0.13
110,200,0.446,0.57
110,200,0.219,-0.5
110,200,0.208,-0.314
110,200,0.381,-0.626
110,200,0.548,-0.413
110,100,-0.166,0.178
110,100,-0.199,0.463
110,100,-0.45,-0.423
110,100,-0.268,-0.184
110,200,0.572,-0.121
110,100,-0.223,0.042
110,100,-0.328,-0.317
110,100,-0.205,-0.312
110,100,-0.314,-0.042
110,100,-0.179,-0.224
110,100,-0.193,0.337
110,200,0.333,-0.417
110,200,0.423,0.205
110,200,0.402,-0.011
110,100,-0.319,0.062
110,100,-0.419,0.273
110,200,0.494,-0.014
110,200,0.504,0.293
110,100,-0.348,-0.305
110,100,-0.343,-0.434
110,200,0.304,-0.466
110,100,-0.158,-0.142
110,200,0.36,-0.039
110,100,-0.351,-0.546
110,200,0.413,-0.09
110,200,0.439,-0.306
110,200,0.403,0.025
110,200,0.521,-0.049
110,200,0.495,0.323
110,100,-0.203,0.444
110,200,0.091,-0.548
110,200,0.118,-0.525
110,100,-0.37,-0.128
110,100,-0.32,-0.225
110,100,-0.443,-0.49
110,100,-0.352,-0.382
110,100,-0.395,-0.116
110,100,-0.343,-0.015
110,200,0.185,-0.125
110,100,-0.283,-0.348
110,200,0.287,0.051
110,200,0.39,0.194
110,200,0.376,0.346
110,200,0.31,-0.169
110,100,-0.143,0.023
110,100,-0.212,0.017
110,100,-0.213,0.154
110,100,-0.03,0.588
110,200,0.344,-0.498
110,100,-0.276,0.258
110,200,0.508,-0.464
110,200,0.429,-0.737
110,200,0.473,-0.52
110,100,-0.382,-0.579
110,100,-0.366,-0.126
110,200,0.257,-0.247
110,100,-0.266,0.045
110,100,-0.354,-0.416
110,100,-0.367,-0.243
110,200,0.435,-0.07
110,200,0.363,0.124
110,100,-0.267,0.09
110,100,-0.296,0.582
110,100,-0.426,-0.098
110,200,0.239,-0.803
110,200,0.552,0.045
110,200,0.782,0.055
110,100,-0.33,-0.484
110,200,0.192,-0.21
110,200,0.068,-0.627
110,100,-0.313,0.168
110,100,-0.367,-0.172
110,100,-0.356,-0.084
110,200,0.368,-0.279
110,200,0.7,-0.102
110,100,-0.25,0.143
110,200,0.432,0.228
110,200,0.324,-0.176
110,200,0.395,-0.344
110,200,0.471,-0.07
110,200,0.356,0.012
110,200,0.382,-0.004
110,200,0.331,-0.11
110,100,-0.36,-0.121
110,200,0.262,-0.131
110,100,-0.169,0.023
110,100,-0.305,-0.409
110,100,-0.352,-0.305
110,100,-0.309,0.729
110,100,-0.326,0.177
110,100,-0.256,-0.406
110,100,-0.308,-0.951
110,200,0.446,-0.128
110,200,0.538,0.201
110,200,0.545,0.199
111,200,0.549,0.13
111,200,0.446,0.57
111,200,0.208,-0.314
111,100,-0.235,0.15
111,200,0.381,-0.626
111,200,0.548,-0.413
111,100,-0.166,0.178
111,100,-0.199,0.463
111,100,-0.45,-0.423
111,100,-0.268,-0.184
111,100,-0.353,0.049
111,100,-0.223,0.042
111,100,-0.232,-0.159
111,100,-0.328,-0.317
111,100,-0.205,-0.312
111,100,-0.314,-0.042
111,100,-0.179,-0.224
111,100,-0.391,-0.126
111,100,-0.233,-0.217
111,100,-0.193,0.337
111,200,0.333,-0.417
111,200,0.34,0.081
111,200,0.423,0.205
111,200,0.402,-0.011
111,100,-0.319,0.062
111,100,-0.419,0.273
111,200,0.504,0.293
111,200,0.549,0.392
111,100,-0.348,-0.305
111,200,0.274,-0.647
111,100,-0.468,0.044
111,200,0.304,-0.466
111,100,-0.158,-0.142
111,200,0.36,-0.039
111,100,-0.351,-0.546
111,200,0.413,-0.09
111,200,0.439,-0.306
111,200,0.403,0.025
111,200,0.521,-0.049
111,200,0.495,0.323
111,100,-0.203,0.444
111,200,0.091,-0.548
111,200,0.118,-0.525
111,100,-0.37,-0.128
111,100,-0.32,-0.225
111,100,-0.443,-0.49
111,100,-0.352,-0.382
111,100,-0.517,0.012
111,200,0.128,-0.294
111,100,-0.395,-0.116
111,100,-0.343,-0.015
111,100,-0.283,-0.348
111,100,-0.399,-0.169
111,200,0.287,0.051
111,200,0.376,0.346
111,200,0.31,-0.169
111,100,-0.143,0.023
111,100,-0.212,0.017
111,100,-0.213,0.154
111,100,-0.03,0.588
111,200,0.391,0.293
111,100,-0.276,0.258
111,200,0.508,-0.464
111,200,0.429,-0.737
111,100,-0.239,-0.129
111,100,-0.382,-0.579
111,100,-0.366,-0.126
111,100,-0.266,0.045
111,100,-0.453,0.161
111,100,-0.354,-0.416
111,100,-0.467,-0.388
111,100,-0.367,-0.243
111,200,0.435,-0.07
111,100,-0.202,0.281
111,100,-0.267,0.09
111,100,-0.296,0.582
111,100,-0.426,-0.098
111,200,0.239,-0.803
111,200,0.552,0.045
111,200,0.782,0.055
111,100,-0.33,-0.484
111,100,-0.445,-0.741
111,200,0.068,-0.627
111,100,-0.313,0.168
111,100,-0.321,0.036
111,100,-0.367,-0.172
111,100,-0.356,-0.084
111,200,0.368,-0.279
111,200,0.7,-0.102
111,100,-0.25,0.143
111,200,0.432,0.228
111,200,0.324,-0.176
111,200,0.395,-0.344
111,200,0.471,-0.07
111,200,0.356,0.012
111,200,0.382,-0.004
111,200,0.331,-0.11
111,100,-0.36,-0.121
111,100,-0.169,0.023
111,100,-0.207,-0.051
111,100,-0.305,-0.409
111,100,-0.352,-0.305
111,100,-0.309,0.729
111,100,-0.326,0.177
111,100,-0.747,-0.063
111,100,-0.057,0.4
111,100,-0.256,-0.406
111,100,-0.308,-0.951
111,200,0.538,0.201
111,200,0.545,0.199
112,200,0.549,0.13
112,200,0.446,0.57
112,200,0.208,-0.314
112,100,-0.235,0.15
112,200,0.381,-0.626
112,200,0.548,-0.413
112,200,0.427,0.336
112,100,-0.199,0.463
112,100,-0.45,-0.423
112,100,-0.268,-0.184
112,100,-0.353,0.049
112,100,-0.232,-0.159
112,100,-0.205,-0.312
112,100,-0.436,-0.152
112,100,-0.179,-0.224
112,100,-0.233,-0.217
112,100,-0.193,0.337
112,200,0.613,-0.183
112,200,0.423,0.205
112,200,0.402,-0.011
112,100,-0.319,0.062
112,100,-0.419,0.273
112,100,-0.444,-0.093
112,200,0.504,0.293
112,200,0.549,0.392
112,100,-0.348,-0.305
112,200,0.274,-0.647
112,200,0.304,-0.466
112,200,0.375,-0.227
112,200,0.36,-0.039
112,100,-0.351,-0.546
112,200,0.413,-0.09
112,200,0.414,0.218
112,200,0.403,0.025
112,200,0.891,-0.454
112,200,0.495,0.323
112,100,-0.203,0.444
112,200,0.091,-0.548
112,200,0.118,-0.525
112,100,-0.37,-0.128
112,100,-0.32,-0.225
112,100,-0.352,-0.382
112,200,0.128,-0.294
112,100,-0.395,-0.116
112,100,-0.343,-0.015
112,100,-0.283,-0.348
112,100,-0.399,-0.169
112,200,0.287,0.051
112,200,0.376,0.346
112,200,0.398,0.18
112,100,-0.143,0.023
112,100,-0.212,0.017
112,100,-0.213,0.154
112,100,-0.03,0.588
112,200,0.391,0.293
112,100,-0.276,0.258
112,200,0.463,-0.459
112,200,0.508,-0.464
112,100,-0.239,-0.129
112,200,0.351,-0.612
112,100,-0.382,-0.579
112,100,-0.366,-0.126
112,100,-0.266,0.045
112,100,-0.453,0.161
112,100,-0.354,-0.416
112,100,-0.467,-0.388
112,200,0.435,-0.07
112,100,-0.202,0.281
112,100,-0.296,0.582
112,200,0.397,0.459
112,200,0.371,-0.208
112,100,-0.426,-0.098
112,200,0.552,0.045
112,200,0.782,0.055
112,100,-0.33,-0.484
112,100,-0.445,-0.741
112,200,0.624,-0.378
112,100,-0.313,0.168
112,100,-0.367,-0.172
112,100,-0.356,-0.084
112,200,0.368,-0.279
112,200,0.7,-0.102
112,100,-0.25,0.143
112,200,0.432,0.228
112,200,0.324,-0.176
112,200,0.395,-0.344
112,200,0.471,-0.07
112,200,0.356,0.012
112,200,0.382,-0.004
112,200,0.891,-0.454
112,100,-0.36,-0.121
112,100,-0.169,0.023
112,100,-0.207,-0.051
112,100,-0.305,-0.409
112,100,-0.352,-0.305
112,100,-0.326,0.177
112,100,-0.057,0.4
112,100,-0.256,-0.406
112,200,0.644,-0.155
112,200,0.538,0.201
112,200,0.545,0.199
113,200,0.549,0.13
113,200,0.446,0.57
113,200,0.208,-0.314
113,100,-0.235,0.15
113,200,0.381,-0.626
113,200,0.855,-0.518
113,200,0.427,0.336
113,100,-0.199,0.463
113,100,-0.45,-0.423
113,100,-0.268,-0.184
113,100,-0.353,0.049
113,100,-0.232,-0.159
113,100,-0.272,-0.212
113,100,-0.436,-0.152
113,100,-0.179,-0.224
113,100,-0.233,-0.217
113,100,-0.193,0.337
113,200,0.613,-0.183
113,200,0.423,0.205
113,200,0.402,-0.011
113,100,-0.512,-0.093
113,100,-0.444,-0.093
113,200,0.504,0.293
113,200,0.549,0.392
113,100,-0.348,-0.305
113,200,0.274,-0.647
113,200,0.375,-0.227
113,100,-0.119,0.435
113,200,0.36,-0.039
113,100,-0.351,-0.546
113,200,0.413,-0.09
113,200,0.414,0.218
113,200,0.403,0.025
113,200,0.891,-0.454
113,200,0.495,0.323
113,100,-0.203,0.444
113,200,0.118,-0.525
113,100,-0.37,-0.128
113,100,-0.32,-0.225
113,100,-0.515,-0.467
113,100,-0.352,-0.382
113,100,-0.751,-0.349
113,100,-0.462,0.348
113,100,-0.395,-0.116
113,100,-0.343,-0.015
113,100,-0.283,-0.348
113,100,-0.399,-0.169
113,200,0.287,0.051
113,200,0.376,0.346
113,200,0.398,0.18
113,100,-0.143,0.023
113,100,-0.212,0.017
113,100,-0.213,0.154
113,100,-0.255,0.462
113,200,0.391,0.293
113,200,0.464,0.319
113,100,-0.276,0.258
113,200,0.463,-0.459
113,100,-0.239,-0.129
113,200,0.351,-0.612
113,100,-0.382,-0.579
113,100,-0.366,-0.126
113,200,0.218,0.384
113,100,-0.575,-0.279
113,100,-0.33,-0.026
113,100,-0.453,0.161
113,100,-0.354,-0.416
113,100,-0.467,-0.388
113,200,0.435,-0.07
113,100,-0.202,0.281
113,200,0.397,0.459
113,100,-0.122,0.399
113,200,0.371,-0.208
113,100,-0.426,-0.098
113,200,0.552,0.045
113,200,0.782,0.055
113,100,-0.33,-0.484
113,100,-0.445,-0.741
113,200,0.624,-0.378
113,100,-0.313,0.168
113,100,-0.367,-0.172
113,100,-0.356,-0.084
113,200,0.633,0.003
113,200,0.368,-0.279
113,100,-0.25,0.143
113,200,0.432,0.228
113,200,0.324,-0.176
113,200,0.395,-0.344
113,200,0.471,-0.07
113,200,0.784,-0.187
113,200,0.382,-0.004
113,200,0.891,-0.454
113,100,-0.36,-0.121
113,100,-0.207,-0.051
113,100,-0.247,-0.07
113,100,-0.305,-0.409
113,100,-0.352,-0.305
113,100,-0.326,0.177
113,100,-0.057,0.4
113,100,-0.491,-0.137
113,200,0.644,-0.155
113,200,0.538,0.201
113,200,0.545,0.199
114,200,0.549,0.13
114,200,0.446,0.57
114,200,0.208,-0.314
114,200,0.488,0.13
114,200,0.381,-0.626
114,200,0.855,-0.518
114,200,0.427,0.336
114,200,0.584,0.173
114,100,-0.45,-0.423
114,100,-0.268,-0.184
114,200,0.444,-0.029
114,100,-0.232,-0.159
114,100,-0.272,-0.212
114,100,-0.436,-0.152
114,100,-0.179,-0.224
114,100,-0.233,-0.217
114,100,-0.193,0.337
114,200,0.613,-0.183
114,200,0.402,-0.011
114,200,0.562,-0.075
114,100,-0.512,-0.093
114,100,-0.444,-0.093
114,200,0.504,0.293
114,200,0.549,0.392
114,100,-0.348,-0.305
114,200,0.274,-0.647
114,200,0.375,-0.227
114,100,-0.119,0.435
114,200,0.36,-0.039
114,200,0.53,-0.019
114,200,0.413,-0.09
114,200,0.414,0.218
114,200,0.403,0.025
114,200,0.891,-0.454
114,200,0.465,-0.057
114,200,0.495,0.323
114,200,0.118,-0.525
114,100,-0.37,-0.128
114,100,-0.32,-0.225
114,100,-0.515,-0.467
114,100,-0.751,-0.349
114,100,-0.247,-0.182
114,100,-0.343,-0.015
114,100,-0.283,-0.348
114,100,-0.399,-0.169
114,200,0.287,0.051
114,200,0.376,0.346
114,200,0.398,0.18
114,100,-0.143,0.023
114,200,0.594,-0.043
114,100,-0.213,0.154
114,200,0.464,0.319
114,200,0.669,-0.25
114,100,-0.276,0.258
114,200,0.463,-0.459
114,100,-0.239,-0.129
114,200,0.351,-0.612
114,100,-0.366,-0.126
114,100,-0.575,-0.279
114,100,-0.33,-0.026
114,100,-0.453,0.161
114,100,-0.354,-0.416
114,100,-0.467,-0.388
114,200,0.435,-0.07
114,200,0.389,-0.096
114,200,0.397,0.459
114,100,-0.122,0.399
114,200,0.371,-0.208
114,100,-0.426,-0.098
114,200,0.552,0.045
114,200,0.593,0.145
114,100,-0.33,-0.484
114,100,-0.445,-0.741
114,200,0.624,-0.378
114,100,-0.313,0.168
114,100,-0.367,-0.172
114,100,-0.356,-0.084
114,200,0.633,0.003
114,200,0.368,-0.279
114,200,0.432,0.228
114,200,0.344,0.098
114,200,0.324,-0.176
114,200,0.395,-0.344
114,200,0.471,-0.07
114,200,0.784,-0.187
114,200,0.382,-0.004
114,200,0.891,-0.454
114,100,-0.36,-0.121
114,100,-0.207,-0.051
114,100,-0.247,-0.07
114,100,-0.305,-0.409
114,100,-0.352,-0.305
114,200,0.28,0.139
114,100,-0.057,0.4
114,100,-0.491,-0.137
114,200,0.644,-0.155
114,200,0.538,0.201
114,200,0.545,0.199
115,200,0.56,0.18
115,100,-0.088,0.187
115,200,0.549,0.13
115,200,0.446,0.57
115,200,0.208,-0.314
115,200,0.488,0.13
115,200,0.381,-0.626
115,200,0.548,-0.413
115,200,0.855,-0.518
115,200,0.427,0.336
115,200,0.584,0.173
115,100,-0.709,-0.105
115,100,-0.268,-0.184
115,200,0.444,-0.029
115,100,-0.232,-0.159
115,100,-0.272,-0.212
115,100,-0.436,-0.152
115,100,-0.179,-0.224
115,100,-0.233,-0.217
115,100,-0.193,0.337
115,200,0.613,-0.183
115,200,0.402,-0.011
115,200,0.562,-0.075
115,100,-0.512,-0.093
115,100,-0.444,-0.093
115,200,0.504,0.293
115,200,0.549,0.392
115,100,-0.348,-0.305
115,100,-0.336,0.093
115,100,-0.119,0.435
115,200,0.439,-0.027
115,200,0.36,-0.039
115,200,0.53,-0.019
115,200,0.413,-0.09
115,200,0.414,0.218
115,200,0.403,0.025
115,200,0.891,-0.454
115,200,0.465,-0.057
115,200,0.557,-0.138
115,200,0.118,-0.525
115,100,-0.32,-0.225
115,100,-0.393,-0.212
115,100,-0.515,-0.467
115,100,-0.751,-0.349
115,100,-0.247,-0.182
115,100,-0.343,-0.015
115,100,-0.283,-0.348
115,100,-0.399,-0.169
115,100,-0.397,-0.068
115,200,0.287,0.051
115,200,0.376,0.346
115,200,0.444,0.357
115,200,0.398,0.18
115,100,-0.143,0.023
115,200,0.594,-0.043
115,100,-0.213,0.154
115,200,0.464,0.319
115,200,0.669,-0.25
115,200,0.463,-0.459
115,100,-0.36,0.315
115,100,-0.239,-0.129
115,100,-0.235,0.026
115,100,-0.366,-0.126
115,100,-0.575,-0.279
115,100,-0.33,-0.026
115,100,-0.453,0.161
115,100,-0.354,-0.416
115,100,-0.467,-0.388
115,200,0.435,-0.07
115,200,0.389,-0.096
115,200,0.397,0.459
115,100,-0.122,0.399
115,200,0.371,-0.208
115,100,-0.426,-0.098
115,200,0.552,0.045
115,200,0.593,0.145
115,100,-0.33,-0.484
115,100,-0.445,-0.741
115,200,0.624,-0.378
115,100,-0.313,0.168
115,100,-0.367,-0.172
115,100,-0.356,-0.084
115,200,0.633,0.003
115,200,0.368,-0.279
115,200,0.432,0.228
115,200,0.344,0.098
115,200,0.324,-0.176
115,200,0.395,-0.344
115,200,0.471,-0.07
115,200,0.784,-0.187
115,200,0.382,-0.004
115,200,0.891,-0.454
115,100,-0.36,-0.121
115,100,-0.207,-0.051
115,100,-0.247,-0.07
115,100,-0.305,-0.409
115,100,-0.352,-0.305
115,200,0.28,0.139
115,100,-0.057,0.4
115,100,-0.491,-0.137
115,200,0.644,-0.155
115,200,0.538,0.201
115,200,0.545,0.199
116,100,-0.088,0.187
116,200,0.446,0.57
116,200,0.208,-0.314
116,200,0.488,0.13
116,100,-0.105,0.076
116,200,0.345,0.027
116,100,-0.216,0.255
116,200,0.427,0.336
116,200,0.584,0.173
116,100,-0.709,-0.105
116,100,-0.268,-0.184
116,200,0.444,-0.029
116,100,-0.232,-0.159
116,100,-0.272,-0.212
116,100,-0.436,-0.152
116,100,-0.179,-0.224
116,100,-0.233,-0.217
116,200,0.613,-0.183
116,200,0.713,-0.013
116,200,0.402,-0.011
116,200,0.562,-0.075
116,200,0.555,-0.203
116,100,-0.512,-0.093
116,100,-0.444,-0.093
116,200,0.504,0.293
116,200,0.549,0.392
116,100,-0.348,-0.305
116,100,-0.336,0.093
116,200,0.439,-0.027
116,200,0.8,0.6
116,200,0.36,-0.039
116,200,0.53,-0.019
116,200,0.413,-0.09
116,200,0.414,0.218
116,200,0.403,0.025
116,200,0.891,-0.454
116,200,0.465,-0.057
116,200,0.557,-0.138
116,200,0.118,-0.525
116,100,-0.32,-0.225
116,100,-0.393,-0.212
116,100,-0.515,-0.467
116,100,-0.751,-0.349
116,100,-0.247,-0.182
116,100,-0.343,-0.015
116,100,-0.283,-0.348
116,100,-0.397,-0.068
116,200,0.376,0.346
116,200,0.444,0.357
116,200,0.398,0.18
116,200,0.799,-0.245
116,200,0.594,-0.043
116,100,-0.213,0.154
116,200,0.464,0.319
116,200,0.669,-0.25
116,100,-0.287,0.314
116,100,-0.36,0.315
116,100,-0.239,-0.129
116,100,-0.235,0.026
116,100,-0.366,-0.126
116,100,-0.575,-0.279
116,100,-0.33,-0.026
116,100,-0.453,0.161
116,100,-0.354,-0.416
116,100,-0.467,-0.388
116,200,0.435,-0.07
116,200,0.389,-0.096
116,200,0.4,0.378
116,200,0.397,0.459
116,200,0.371,-0.208
116,100,-0.426,-0.098
116,200,0.552,0.045
116,200,0.593,0.145
116,100,-0.33,-0.484
116,100,-0.445,-0.741
116,200,0.624,-0.378
116,100,-0.313,0.168
116,100,-0.367,-0.172
116,100,-0.356,-0.084
116,200,0.633,0.003
116,200,0.368,-0.279
116,200,0.432,0.228
116,200,0.344,0.098
116,200,0.631,0.14
116,200,0.324,-0.176
116,200,0.471,-0.07
116,200,0.784,-0.187
116,200,0.891,-0.454
116,200,0.285,0.3
116,100,-0.36,-0.121
116,100,-0.207,-0.051
116,100,-0.247,-0.07
116,100,-0.305,-0.409
116,100,-0.352,-0.305
116,200,0.28,0.139
116,100,-0.057,0.4
116,100,-0.491,-0.137
116,200,0.644,-0.155
116,200,0.538,0.201
116,200,0.545,0.199
117,200,0.936,-0.352
117,200,0.446,0.57
117,200,0.208,-0.314
117,200,0.488,0.13
117,100,-0.105,0.076
117,100,-0.216,0.255
117,200,0.427,0.336
117,200,0.584,0.173
117,100,-0.709,-0.105
117,100,-0.375,-0.334
117,100,-0.268,-0.184
117,100,-0.232,-0.159
117,100,-0.244,-0.037
117,100,-0.272,-0.212
117,100,-0.436,-0.152
117,100,-0.179,-0.224
117,100,-0.233,-0.217
117,200,0.613,-0.183
117,200,0.713,-0.013
117,200,0.555,-0.203
117,100,-0.426,0.397
117,100,-0.41,0.334
117,100,-0.512,-0.093
117,100,-0.444,-0.093
117,200,0.504,0.293
117,200,0.549,0.392
117,100,-0.348,-0.305
117,100,-0.336,0.093
117,200,0.439,-0.027
117,200,0.8,0.6
117,200,0.36,-0.039
117,200,0.53,-0.019
117,200,0.603,0.147
117,200,0.414,0.218
117,200,0.403,0.025
117,200,0.891,-0.454
117,200,0.465,-0.057
117,200,0.557,-0.138
117,200,0.118,-0.525
117,100,-0.32,-0.225
117,100,-0.393,-0.212
117,100,-0.515,-0.467
117,100,-0.751,-0.349
117,100,-0.247,-0.182
117,100,-0.343,-0.015
117,100,-0.283,-0.348
117,100,-0.397,-0.068
117,200,0.376,0.346
117,200,0.444,0.357
117,200,0.398,0.18
117,200,0.799,-0.245
117,200,0.594,-0.043
117,100,-0.213,0.154
117,200,0.464,0.319
117,200,0.669,-0.25
117,100,-0.287,0.314
117,100,-0.36,0.315
117,100,-0.239,-0.129
117,100,-0.235,0.026
117,100,-0.366,-0.126
117,100,-0.575,-0.279
117,100,-0.33,-0.026
117,100,-0.368,0.012
117,100,-0.354,-0.416
117,100,-0.467,-0.388
117,200,0.435,-0.07
117,200,0.389,-0.096
117,200,0.4,0.378
117,200,0.397,0.459
117,200,0.371,-0.208
117,100,-0.426,-0.098
117,200,0.552,0.045
117,200,0.593,0.145
117,100,-0.33,-0.484
117,100,-0.445,-0.741
117,200,0.624,-0.378
117,100,-0.313,0.168
117,100,-0.367,-0.172
117,100,-0.356,-0.084
117,200,0.633,0.003
117,200,0.368,-0.279
117,200,0.432,0.228
117,200,0.344,0.098
117,200,0.631,0.14
117,200,0.676,-0.087
117,200,0.471,-0.07
117,200,0.784,-0.187
117,200,0.891,-0.454
117,200,0.285,0.3
117,100,-0.36,-0.121
117,100,-0.207,-0.051
117,100,-0.247,-0.07
117,100,-0.305,-0.409
117,100,-0.352,-0.305
117,200,0.28,0.139
117,100,-0.057,0.4
117,100,-0.491,-0.137
117,200,0.644,-0.155
117,200,0.688,-0.339
117,200,0.538,0.201
118,200,0.936,-0.352
118,200,0.573,0.706
118,200,0.208,-0.314
118,200,0.488,0.13
118,100,-0.216,0.255
118,200,0.427,0.336
118,200,0.584,0.173
118,100,-0.375,-0.334
118,100,-0.467,-0.01
118,100,-0.268,-0.184
118,100,-0.232,-0.159
118,100,-0.244,-0.037
118,100,-0.272,-0.212
118,100,-0.436,-0.152
118,100,-0.179,-0.224
118,100,-0.233,-0.217
118,200,0.613,-0.183
118,200,0.713,-0.013
118,100,-0.426,0.397
118,100,-0.41,0.334
118,100,-0.512,-0.093
118,100,-0.444,-0.093
118,200,0.504,0.293
118,200,0.549,0.392
118,100,-0.348,-0.305
118,100,-0.336,0.093
118,200,0.439,-0.027
118,200,0.8,0.6
118,200,0.36,-0.039
118,200,0.53,-0.019
118,200,0.603,0.147
118,200,0.414,0.218
118,200,0.403,0.025
118,200,0.891,-0.454
118,200,0.465,-0.057
118,200,0.557,-0.138
118,200,0.118,-0.525
118,100,-0.32,-0.225
118,100,-0.393,-0.212
118,100,-0.515,-0.467
118,100,-0.751,-0.349
118,100,-0.247,-0.182
118,100,-0.343,-0.015
118,100,-0.283,-0.348
118,100,-0.397,-0.068
118,200,0.376,0.346
118,200,0.444,0.357
118,200,0.799,-0.245
118,200,0.968,-0.024
118,200,0.594,-0.043
118,100,-0.213,0.154
118,200,0.464,0.319
118,200,0.436,0.513
118,100,-0.287,0.314
118,100,-0.36,0.315
118,100,-0.239,-0.129
118,100,-0.235,0.026
118,100,-0.366,-0.126
118,100,-0.575,-0.279
118,100,-0.33,-0.026
118,100,-0.368,0.012
118,100,-0.354,-0.416
118,100,-0.467,-0.388
118,200,0.636,-0.067
118,200,0.389,-0.096
118,200,0.4,0.378
118,200,0.397,0.459
118,100,-0.426,-0.098
118,200,0.849,-0.529
118,200,0.593,0.145
118,200,0.535,0.236
118,100,-0.33,-0.484
118,100,-0.445,-0.741
118,100,-0.313,0.168
118,100,-0.341,0.067
118,100,-0.367,-0.172
118,100,-0.356,-0.084
118,200,0.633,0.003
118,200,0.368,-0.279
118,200,0.432,0.228
118,200,0.344,0.098
118,200,0.631,0.14
118,200,0.676,-0.087
118,200,0.471,-0.07
118,200,0.784,-0.187
118,200,0.891,-0.454
118,200,0.285,0.3
118,100,-0.41,-0.381
118,100,-0.207,-0.051
118,100,-0.247,-0.07
118,100,-0.305,-0.409
118,100,-0.352,-0.305
118,200,0.28,0.139
118,100,-0.057,0.4
118,100,-0.491,-0.137
118,200,0.644,-0.155
118,200,0.688,-0.339
118,200,0.538,0.201
