congress,party_code,nominate_dim1,nominate_dim2
40,200,0.283,0.959
40,200,0.259,0.493
40,200,0.252,0.968
40,200,0.245,0.97
40,200,0.29,-0.19
40,200,0.328,0.036
40,200,0.108,-0.228
40,200,0.178,-0.476
40,100,-0.351,0.517
40,100,-0.275,0.418
40,100,-0.516,0.265
40,200,0.435,0.901
40,200,0.394,0.876
40,200,0.127,-0.081
40,200,0.278,0.487
40,100,-0.436,0.182
40,200,0.306,0.38
40,200,0.171,0.033
40,200,0.335,0.183
40,200,0.357,0.235
40,200,0.065,0.617
40,100,-0.121,0.638
40,100,-0.524,-0.279
40,100,-0.881,-0.03
40,200,0.197,0.468
40,200,0.245,0.729
40,200,0.244,-0.438
40,200,0.306,-0.598
40,100,-0.091,0.035
40,100,-0.797,-0.362
40,100,-0.425,-0.815
40,200,0.342,-0.244
40,200,0.332,-0.22
40,200,0.601,0.059
40,200,0.425,0.203
40,200,-0.138,0.13
40,200,0.339,0.296
40,200,0.37,0.182
40,200,0.025,0.206
40,200,0.437,0.9
40,200,0.093,0.476
40,200,0.402,0.287
40,200,0.252,0.215
40,200,0.344,-0.309
40,200,0.29,-0.438
40,200,0.33,-0.333
40,200,0.332,-0.628
40,200,0.306,-0.39
40,200,0.3,-0.727
40,200,0.29,0.836
40,200,0.231,0.973
40,200,0.235,-0.35
40,200,0.564,0.134
40,200,0.291,-0.176
40,200,0.292,-0.242
40,100,-0.43,0.051
40,200,0.275,-0.163
40,200,0.286,-0.725
40,200,0.122,0.024
40,200,0.128,0.44
40,200,0.224,0.372
40,200,-0.135,0.991
40,100,-0.289,0.45
40,200,0.274,-0.962
40,200,0.311,-0.773
40,200,0.025,-0.109
40,200,0.06,-0.037
40,200,-0.006,-0.617
40,200,0.315,-0.119
41,200,0.283,0.959
41,200,0.259,0.493
41,200,0.252,0.968
41,200,0.245,0.97
41,100,-0.495,-0.136
41,200,0.29,-0.19
41,200,0.3,-0.725
41,200,0.178,-0.476
41,100,-0.412,-0.656
41,100,-0.516,0.265
41,200,0.34,-0.042
41,200,0.435,0.901
41,200,-0.054,0.414
41,100,-0.638,0.342
41,200,0.127,-0.081
41,200,0.278,0.487
41,200,0.306,0.38
41,200,0.252,0.03
41,200,0.171,0.033
41,200,0.335,0.183
41,200,0.273,-0.17
41,200,0.357,0.235
41,200,0.065,0.617
41,100,-0.121,0.638
41,100,-0.881,-0.03
41,200,0.197,0.468
41,200,0.245,0.729
41,200,0.244,-0.438
41,200,0.195,-0.981
41,200,0.306,-0.598
41,100,-0.672,-0.712
41,100,-0.797,-0.362
41,200,0.342,-0.244
41,200,0.332,-0.22
41,200,0.601,0.059
41,200,0.425,0.203
41,100,-0.138,0.13
41,200,0.339,0.296
41,200,0.3,-0.067
41,200,0.319,-0.065
41,200,0.351,-0.178
41,200,0.38,0.706
41,100,0.004,-0.223
41,200,0.37,0.182
41,200,,
41,200,0.022,-0.343
41,200,0.437,0.9
41,200,0.093,0.476
41,200,0.402,0.287
41,200,0.252,0.215
41,200,0.344,-0.309
41,200,0.29,-0.438
41,200,0.33,-0.333
41,100,-0.369,-0.295
41,200,0.306,-0.39
41,200,0.183,-0.553
41,200,0.29,0.836
41,200,0.231,0.973
41,200,0.235,-0.35
41,100,-0.374,-0.246
41,200,0.291,-0.176
41,200,0.292,-0.242
41,200,0.275,-0.163
41,200,0.272,-0.283
41,200,0.286,-0.725
41,200,0.122,0.024
41,200,0.128,0.44
41,200,0.224,0.372
41,200,0.363,0.35
41,200,-0.135,0.991
41,200,0.308,0.29
41,200,0.1,-0.416
41,200,0.274,-0.962
41,200,0.311,-0.773
41,100,-0.42,0.069
41,200,0.17,0.969
41,200,0.253,0.124
41,200,0.06,-0.037
41,200,0.273,0.128
41,200,0.315,-0.119
42,100,-0.569,0.169
42,200,0.283,0.959
42,200,0.315,0.882
42,200,0.245,0.97
42,100,-0.495,-0.136
42,200,0.29,-0.19
42,200,0.3,-0.725
42,200,0.178,-0.476
42,100,-0.412,-0.656
42,100,-0.645,-0.586
42,200,0.34,-0.042
42,200,0.435,0.901
42,200,-0.054,0.414
42,100,-0.491,0.054
42,200,0.215,0.336
42,200,0.127,-0.081
42,200,0.306,0.38
42,200,0.252,0.03
42,200,0.335,0.183
42,200,0.28,-0.206
42,200,0.312,0.152
42,200,0.357,0.235
42,100,-0.121,0.638
42,100,-0.57,-0.499
42,100,-0.597,-0.226
42,200,0.245,0.729
42,200,0.224,0.497
42,200,0.195,-0.981
42,200,0.306,-0.598
42,100,-0.672,-0.712
42,100,-0.797,-0.362
42,200,0.342,-0.244
42,200,0.332,-0.22
42,200,0.601,0.059
42,200,0.315,0.134
42,200,0.339,0.296
42,200,0.319,-0.065
42,200,0.065,0.445
42,200,0.351,-0.178
42,100,0.004,-0.223
42,200,0.209,0.638
42,200,0.093,0.476
42,200,0.402,0.287
42,200,0.252,0.215
42,200,0.344,-0.309
42,200,0.29,-0.438
42,200,0.332,-0.628
42,100,-0.369,-0.295
42,200,0.306,-0.39
42,200,0.183,-0.553
42,200,0.231,0.973
42,100,-0.417,-0.086
42,200,0.235,-0.35
42,100,-0.374,-0.246
42,200,0.291,-0.176
42,100,-0.383,-0.139
42,200,0.275,-0.163
42,200,0.272,-0.283
42,200,0.286,-0.725
42,200,0.122,0.024
42,200,0.128,0.44
42,200,0.224,0.372
42,200,0.363,0.35
42,100,-0.495,-0.312
42,200,0.308,0.29
42,200,0.1,-0.416
42,200,0.274,-0.962
42,200,0.311,-0.773
42,100,-0.42,0.069
42,200,0.17,0.969
42,200,0.253,0.124
42,100,-0.419,-0.438
42,200,0.273,0.128
42,200,0.315,-0.119
43,100,-0.569,0.169
43,200,0.283,0.959
43,200,0.315,0.882
43,200,0.322,0.913
43,100,-0.495,-0.136
43,100,-0.227,-0.764
43,200,0.289,-0.272
43,200,0.3,-0.725
43,100,-0.37,-0.764
43,100,-0.412,-0.656
43,100,-0.645,-0.586
43,200,0.133,0.991
43,200,0.34,-0.042
43,100,-0.376,0.145
43,100,-0.491,0.054
43,200,0.215,0.336
43,200,0.27,0.256
43,200,0.306,0.38
43,200,0.252,0.03
43,200,0.314,-0.187
43,200,0.28,-0.206
43,200,0.312,0.152
43,200,0.309,-0.303
43,200,0.191,0.982
43,200,0.196,0.429
43,100,-0.881,-0.03
43,100,-0.597,-0.226
43,200,0.224,0.497
43,200,0.195,-0.981
43,200,0.306,-0.598
43,100,-0.379,0.196
43,100,-0.672,-0.712
43,200,0.386,-0.299
43,200,0.316,-0.126
43,200,0.601,0.059
43,200,0.315,0.134
43,200,0.339,0.296
43,200,0.319,-0.065
43,200,0.065,0.445
43,200,0.351,-0.178
43,200,0.253,0.968
43,100,-0.624,0.625
43,200,0.209,0.638
43,200,0.204,0.232
43,200,0.252,0.215
43,200,0.344,-0.309
43,200,0.216,-0.582
43,200,0.332,-0.628
43,100,-0.369,-0.295
43,200,0.306,-0.39
43,100,-0.499,-0.023
43,100,-0.417,-0.086
43,200,0.235,-0.35
43,100,-0.374,-0.246
43,100,-0.383,-0.139
43,200,0.285,0.443
43,200,0.275,-0.163
43,200,0.272,-0.283
43,200,0.286,-0.725
43,200,0.1,0.995
43,200,0.128,0.44
43,200,0.363,0.35
43,100,-0.495,-0.312
43,200,0.308,0.29
43,200,0.274,-0.962
43,200,0.311,-0.773
43,100,-0.42,0.069
43,200,0.17,0.969
43,200,0.253,0.124
43,100,-0.419,-0.438
43,200,0.273,0.128
43,200,0.315,-0.119
44,100,-0.569,0.169
44,200,0.283,0.959
44,200,0.315,0.882
44,200,0.322,0.913
44,200,0.289,-0.272
44,200,0.251,0.499
44,200,0.161,0.485
44,100,-0.187,-0.041
44,100,-0.37,-0.764
44,100,-0.123,0.218
44,200,0.178,-0.476
44,100,-0.412,-0.656
44,100,-0.645,-0.586
44,200,0.133,0.991
44,100,-0.353,0.055
44,100,-0.376,0.145
44,100,-0.491,0.054
44,200,0.215,0.336
44,200,0.27,0.256
44,100,-0.296,-0.144
44,200,0.306,0.38
44,200,0.314,-0.187
44,200,0.28,-0.206
44,200,0.191,0.982
44,200,0.196,0.429
44,100,-0.881,-0.03
44,100,-0.597,-0.226
44,200,0.224,0.497
44,200,0.269,0.106
44,200,0.195,-0.981
44,200,0.306,-0.598
44,100,-0.379,0.196
44,100,-0.425,-0.815
44,200,0.386,-0.299
44,200,0.285,-0.243
44,200,0.201,-0.324
44,200,0.315,0.134
44,200,0.422,-0.096
44,200,0.319,-0.065
44,200,0.065,0.445
44,200,0.314,0.936
44,100,-0.624,0.625
44,100,-0.513,0.289
44,200,0.209,0.638
44,200,0.248,0.542
44,200,0.204,0.232
44,200,0.163,0.486
44,200,0.344,-0.309
44,200,0.216,-0.582
44,200,0.332,-0.628
44,100,-0.408,-0.661
44,200,0.306,-0.39
44,100,-0.365,-0.853
44,100,-0.499,-0.023
44,100,-0.417,-0.086
44,200,0.235,-0.35
44,100,-0.374,-0.246
44,100,-0.383,-0.139
44,200,0.285,0.443
44,200,0.275,-0.163
44,100,-0.477,-0.307
44,200,0.286,-0.725
44,200,0.218,-0.323
44,200,0.1,0.995
44,200,0.128,0.44
44,100,-0.556,-0.097
44,100,-0.495,-0.312
44,100,-0.35,-0.121
44,100,-0.351,0.708
44,200,0.1,-0.416
44,100,-0.479,0.301
44,200,0.274,-0.962
44,200,0.311,-0.773
44,100,-0.42,0.069
44,100,-0.441,0.058
44,100,-0.512,0.611
44,100,-0.419,-0.438
44,100,-0.521,0.09
44,100,,
44,200,0.314,0.13
44,200,0.315,-0.119
45,100,-0.43,-0.22
45,200,0.283,0.959
45,200,0.322,0.913
45,100,-0.365,0.298
45,200,0.104,-0.118
45,200,0.289,-0.272
45,200,0.251,0.499
45,200,0.161,0.485
45,100,-0.187,-0.041
45,100,-0.37,-0.764
45,100,-0.412,-0.656
45,100,-0.645,-0.586
45,200,0.133,0.991
45,100,-0.353,0.055
45,100,-0.376,0.145
45,100,-0.323,-0.181
45,200,0.27,0.256
45,100,-0.296,-0.144
45,200,0.306,0.38
45,100,-0.313,0.143
45,200,0.314,-0.187
45,200,0.27,0.282
45,200,0.196,0.429
45,200,0.196,0.826
45,100,-0.484,-0.033
45,100,-0.881,-0.03
45,100,-0.418,0.126
45,200,0.245,0.729
45,200,0.269,0.106
45,200,0.195,-0.981
45,100,-0.379,0.196
45,100,-0.425,-0.815
45,200,0.285,-0.243
45,200,0.329,-0.394
45,200,0.601,0.059
45,200,0.201,-0.324
45,200,0.315,0.134
45,200,0.422,-0.096
45,200,0.319,-0.065
45,200,0.314,0.936
45,100,-0.374,-0.013
45,100,-0.342,0.31
45,100,-0.624,0.625
45,100,-0.513,0.289
45,100,-0.193,-0.402
45,200,0.248,0.542
45,200,0.369,0.631
45,200,0.204,0.232
45,200,0.163,0.486
45,200,0.325,-0.327
45,200,0.216,-0.582
45,100,-0.387,-0.885
45,100,-0.408,-0.661
45,200,0.306,-0.39
45,100,-0.365,-0.853
45,100,-0.499,-0.023
45,100,-0.417,-0.086
45,200,0.214,0.373
45,200,0.235,-0.35
45,100,-0.374,-0.246
45,100,-0.486,0.404
45,200,0.285,0.443
45,200,0.214,0.139
45,200,0.275,-0.163
45,100,-0.477,-0.307
45,200,0.286,-0.725
45,200,0.218,-0.323
45,100,-0.407,-0.285
45,200,0.1,0.995
45,100,-0.556,-0.097
45,100,-0.586,-0.071
45,100,-0.645,0.414
45,100,-0.479,0.301
45,200,0.274,-0.962
45,200,0.311,-0.773
45,100,-0.42,0.069
45,100,-0.441,0.058
45,100,-0.419,-0.438
45,100,-0.521,0.09
45,200,0.314,0.13
45,200,0.315,-0.119
46,100,-0.6,-0.141
46,100,-0.43,-0.22
46,100,-0.573,-0.039
46,100,-0.437,0.078
46,100,-0.365,0.298
46,100,-0.538,0.462
46,200,0.104,-0.118
46,100,-0.534,0.159
46,200,0.366,0.264
46,200,0.161,0.485
46,100,-0.37,-0.764
46,200,0.433,-0.901
46,100,-0.412,-0.656
46,100,-0.645,-0.586
46,100,-0.397,0.158
46,100,-0.353,0.055
46,100,-0.312,-0.486
46,100,-0.376,0.145
46,100,-0.323,-0.181
46,200,0.215,0.336
46,100,-0.296,-0.144
46,100,-0.313,0.143
46,200,0.314,-0.187
46,200,0.27,0.282
46,200,0.196,0.429
46,200,0.196,0.826
46,100,-0.484,-0.033
46,100,-0.443,0.276
46,100,-0.506,0.028
46,200,0.245,0.729
46,200,0.269,0.106
46,200,0.195,-0.981
46,100,-0.423,-0.546
46,100,-0.425,-0.815
46,200,0.285,-0.243
46,200,0.329,-0.394
46,200,0.345,-0.194
46,200,0.601,0.059
46,200,0.315,0.134
46,200,0.422,-0.096
46,200,0.319,-0.065
46,200,0.314,0.936
46,100,-0.374,-0.013
46,100,-0.513,0.289
46,100,-0.583,0.21
46,200,0.248,0.542
46,200,0.369,0.631
46,200,0.204,0.232
46,200,0.163,0.486
46,200,0.554,-0.832
46,200,0.384,-0.314
46,200,0.325,-0.327
46,100,-0.387,-0.885
46,100,-0.408,-0.661
46,200,0.306,-0.39
46,100,-0.365,-0.853
46,100,-0.417,-0.086
46,100,-0.558,0.142
46,100,-0.423,-0.149
46,100,-0.374,-0.246
46,100,-0.486,0.404
46,100,-0.497,0.124
46,200,0.214,0.139
46,100,-0.477,-0.307
46,200,0.286,-0.725
46,200,0.218,-0.323
46,100,-0.407,-0.285
46,100,-0.476,-0.455
46,100,-0.556,-0.097
46,100,-0.586,-0.071
46,100,-0.645,0.414
46,100,-0.479,0.301
46,200,0.274,-0.962
46,200,0.311,-0.773
46,100,-0.42,0.069
46,100,-0.441,0.058
46,100,-0.419,-0.438
46,100,-0.521,0.09
46,200,0.314,0.13
46,200,0.273,0.128
47,100,-0.43,-0.22
47,100,-0.437,0.078
47,100,-0.365,0.298
47,100,-0.538,0.462
47,100,-0.534,0.159
47,200,0.286,0.219
47,200,0.334,0.528
47,200,0.366,0.264
47,200,0.566,0
47,200,0.161,0.485
47,200,0.304,-0.753
47,200,0.433,-0.901
47,100,-0.412,-0.656
47,100,-0.645,-0.586
47,100,-0.397,0.158
47,100,-0.353,0.055
47,100,-0.472,0.572
47,100,-0.312,-0.486
47,100,-0.323,-0.181
47,200,0.215,0.336
47,200,0.323,-0.325
47,100,-0.313,0.143
47,200,0.314,-0.187
47,200,0.27,0.282
47,200,0.237,0.026
47,200,0.196,0.429
47,200,0.196,0.826
47,100,-0.484,-0.033
47,100,-0.443,0.276
47,100,-0.506,0.028
47,200,0.245,0.729
47,200,0.269,0.106
47,200,0.387,-0.432
47,200,0.284,-0.457
47,100,-0.346,-0.596
47,100,-0.423,-0.546
47,200,0.285,-0.243
47,200,0.329,-0.394
47,200,0.354,-0.016
47,200,0.315,0.134
47,200,0.385,-0.054
47,200,0.422,-0.096
47,200,0.319,-0.065
47,100,-0.482,0.285
47,100,-0.374,-0.013
47,100,-0.513,0.289
47,100,-0.583,0.21
47,200,0.369,0.631
47,200,0.176,0.038
47,100,-0.34,-0.134
47,200,0.204,0.232
47,200,0.384,-0.314
47,200,0.325,-0.327
47,100,-0.387,-0.885
47,200,0.26,-0.499
47,200,0.306,-0.39
47,200,0.447,-0.285
47,200,0.342,-0.26
47,200,0.469,-0.244
47,100,-0.417,-0.086
47,100,-0.558,0.142
47,100,-0.423,-0.149
47,200,0.235,-0.35
47,100,-0.486,0.404
47,100,-0.497,0.124
47,200,0.214,0.139
47,200,0.415,-0.277
47,200,0.401,-0.811
47,200,0.286,-0.725
47,200,0.218,-0.323
47,100,-0.407,-0.285
47,100,-0.476,-0.455
47,100,-0.586,-0.071
47,100,-0.391,-0.085
47,100,-0.645,0.414
47,100,-0.479,0.301
47,200,0.274,-0.962
47,200,0.311,-0.773
47,100,-0.42,0.069
47,100,-0.439,-0.567
47,100,-0.419,-0.438
47,200,0.314,0.13
47,200,0.419,-0.158
48,100,-0.43,-0.22
48,100,-0.437,0.078
48,100,-0.365,0.298
48,100,-0.538,0.462
48,100,-0.534,0.159
48,200,0.286,0.219
48,200,0.344,0.529
48,200,0.366,0.264
48,200,0.304,-0.753
48,200,0.433,-0.901
48,100,-0.412,-0.656
48,100,-0.645,-0.586
48,100,-0.397,0.158
48,100,-0.353,0.055
48,100,-0.312,-0.486
48,100,-0.49,-0.143
48,200,0.286,-0.442
48,200,0.215,0.336
48,200,0.323,-0.325
48,100,-0.313,0.143
48,200,0.314,-0.187
48,200,0.305,-0.303
48,200,0.196,0.429
48,200,0.196,0.826
48,100,-0.484,-0.033
48,100,-0.443,0.276
48,100,-0.363,-0.604
48,100,-0.506,0.028
48,200,0.387,-0.432
48,200,0.284,-0.457
48,100,-0.346,-0.596
48,100,-0.423,-0.546
48,200,0.285,-0.243
48,200,0.329,-0.394
48,200,0.354,-0.016
48,200,0.353,0.063
48,200,0.422,-0.096
48,200,0.218,-0.037
48,100,-0.482,0.285
48,100,-0.374,-0.013
48,100,-0.513,0.289
48,100,-0.583,0.21
48,200,0.262,-0.121
48,200,0.176,0.038
48,100,-0.34,-0.134
48,200,0.204,0.232
48,200,0.384,-0.314
48,200,0.244,-0.603
48,100,-0.387,-0.885
48,200,0.26,-0.499
48,200,0.447,-0.285
48,200,0.342,-0.26
48,100,-0.417,-0.086
48,100,-0.558,0.142
48,100,-0.423,-0.149
48,200,0.235,-0.35
48,200,0.39,-0.218
48,100,-0.497,0.124
48,200,0.214,0.139
48,200,0.415,-0.277
48,200,0.401,-0.811
48,200,0.286,-0.725
48,200,0.414,-0.435
48,200,0.249,0.465
48,100,-0.407,-0.285
48,100,-0.476,-0.455
48,100,-0.586,-0.071
48,100,-0.391,-0.085
48,100,-0.645,0.414
48,100,-0.479,0.301
48,200,0.274,-0.962
48,200,0.311,-0.773
48,100,-0.439,-0.567
48,100,-0.392,-0.122
48,200,0.314,0.13
48,200,0.419,-0.158
49,100,-0.43,-0.22
49,100,-0.437,0.078
49,100,-0.65,0.358
49,100,-0.365,0.298
49,100,-0.531,0.149
49,100,-0.31,-0.121
49,200,0.286,0.219
49,200,0.195,-0.001
49,200,0.441,0.358
49,200,0.344,0.529
49,200,0.161,0.485
49,200,0.304,-0.753
49,200,0.433,-0.901
49,100,-0.412,-0.656
49,100,-0.43,-0.903
49,100,-0.645,-0.586
49,100,-0.397,0.158
49,100,-0.353,0.055
49,100,-0.312,-0.486
49,100,-0.49,-0.143
49,200,0.286,-0.442
49,200,0.278,-0.023
49,200,0.215,0.336
49,200,0.323,-0.325
49,100,-0.313,0.143
49,200,0.314,-0.187
49,200,0.305,-0.303
49,200,0.196,0.429
49,200,0.196,0.826
49,100,-0.484,-0.033
49,100,-0.53,-0.04
49,100,-0.418,0.126
49,100,-0.363,-0.604
49,200,0.387,-0.432
49,200,0.284,-0.457
49,100,-0.346,-0.596
49,100,-0.515,-0.458
49,200,0.285,-0.243
49,200,0.329,-0.394
49,200,0.354,-0.016
49,200,0.353,0.063
49,200,0.422,-0.096
49,200,0.218,-0.037
49,100,-0.482,0.285
49,100,-0.374,-0.013
49,100,-0.472,0.07
49,100,-0.513,0.289
49,100,-0.583,0.21
49,200,0.262,-0.121
49,200,0.176,0.038
49,100,-0.34,-0.134
49,200,0.204,0.232
49,200,0.384,-0.314
49,200,0.294,-0.374
49,200,0.244,-0.603
49,100,-0.387,-0.885
49,200,0.26,-0.499
49,200,0.284,-0.566
49,200,0.342,-0.26
49,100,-0.417,-0.086
49,100,-0.558,0.142
49,100,-0.225,-0.414
49,200,0.235,-0.35
49,200,0.39,-0.218
49,200,0.285,0.443
49,200,0.214,0.139
49,200,0.415,-0.277
49,200,0.401,-0.811
49,200,0.414,-0.435
49,100,-0.407,-0.285
49,100,-0.476,-0.455
49,100,-0.586,-0.071
49,100,-0.391,-0.085
49,100,-0.49,-0.014
49,100,-0.645,0.414
49,100,-0.479,0.301
49,200,0.274,-0.962
49,200,0.311,-0.773
49,200,0.397,0.296
49,200,0.011,0.171
49,100,-0.439,-0.567
49,100,-0.392,-0.122
49,200,0.419,-0.158
49,200,0.288,-0.373
50,100,-0.43,-0.22
50,100,-0.437,0.078
50,100,-0.65,0.358
50,100,-0.531,0.149
50,100,-0.31,-0.121
50,200,0.195,-0.001
50,200,0.344,0.529
50,200,0.161,0.485
50,200,0.304,-0.753
50,200,0.433,-0.901
50,100,-0.43,-0.903
50,100,-0.645,-0.586
50,100,-0.397,0.158
50,100,-0.516,-0.14
50,100,-0.312,-0.486
50,100,-0.49,-0.143
50,200,0.286,-0.442
50,200,0.278,-0.023
50,100,-0.389,0.08
50,100,-0.313,0.143
50,200,0.314,-0.187
50,200,0.305,-0.303
50,200,0.196,0.429
50,200,0.196,0.826
50,100,-0.484,-0.033
50,100,-0.53,-0.04
50,100,-0.418,0.126
50,100,-0.363,-0.604
50,200,0.387,-0.432
50,200,0.284,-0.457
50,100,-0.346,-0.596
50,100,-0.515,-0.458
50,200,0.285,-0.243
50,200,0.329,-0.394
50,200,0.353,0.063
50,200,0.351,-0.332
50,200,0.293,-0.18
50,200,0.218,-0.037
50,100,-0.482,0.285
50,100,-0.472,0.07
50,100,-0.513,0.289
50,100,-0.583,0.21
50,200,0.262,-0.121
50,200,0.248,0.542
50,200,0.204,0.232
50,200,0.252,0.215
50,200,0.384,-0.314
50,200,0.291,-0.096
50,200,0.294,-0.374
50,100,-0.367,-0.315
50,100,-0.387,-0.885
50,200,0.284,-0.566
50,200,0.399,-0.546
50,100,-0.417,-0.086
50,100,-0.558,0.142
50,100,-0.225,-0.414
50,200,0.235,-0.35
50,200,0.39,-0.218
50,200,0.285,0.443
50,200,0.214,0.139
50,200,0.171,-0.432
50,200,0.401,-0.811
50,200,0.414,-0.435
50,100,-0.407,-0.285
50,100,-0.476,-0.455
50,100,-0.615,0.235
50,100,-0.586,-0.071
50,100,-0.645,0.414
50,100,-0.5,0.041
50,200,0.274,-0.962
50,200,0.311,-0.773
50,100,-0.457,0.018
50,200,0.011,0.171
50,100,-0.389,-0.387
50,100,-0.392,-0.122
50,200,0.419,-0.158
50,200,0.288,-0.373
51,100,-0.43,-0.22
51,100,-0.437,0.078
51,100,-0.65,0.358
51,100,-0.531,0.149
51,100,-0.31,-0.121
51,200,0.195,-0.001
51,200,0.161,0.485
51,200,0.185,0.161
51,200,0.304,-0.753
51,200,0.433,-0.901
51,100,-0.43,-0.903
51,200,0.362,-0.378
51,100,-0.397,0.158
51,100,-0.516,-0.14
51,100,-0.312,-0.486
51,100,-0.49,-0.143
51,200,0.476,0.564
51,200,0.422,0.271
51,200,0.286,-0.442
51,200,0.278,-0.023
51,100,-0.389,0.08
51,100,-0.313,0.143
51,200,0.314,-0.187
51,200,0.305,-0.303
51,200,0.196,0.429
51,200,0.196,0.826
51,100,-0.484,-0.033
51,100,-0.53,-0.04
51,100,-0.491,-0.456
51,100,-0.418,0.126
51,100,-0.363,-0.604
51,200,0.387,-0.432
51,200,0.284,-0.457
51,100,-0.346,-0.596
51,100,-0.515,-0.458
51,200,0.285,-0.243
51,200,0.329,-0.394
51,200,0.312,-0.576
51,200,0.351,-0.332
51,200,0.293,-0.18
51,200,0.263,-0.26
51,100,-0.482,0.285
51,100,-0.472,0.07
51,100,-0.513,0.289
51,100,-0.583,0.21
51,200,0.376,0.639
51,200,0.357,0.319
51,200,0.262,-0.121
51,200,0.248,0.542
51,200,0.204,0.232
51,200,0.252,0.215
51,200,0.384,-0.314
51,200,0.291,-0.096
51,200,0.302,-0.072
51,100,-0.367,-0.315
51,100,-0.387,-0.885
51,200,0.284,-0.566
51,200,0.399,-0.546
51,100,-0.417,-0.086
51,100,-0.558,0.142
51,200,0.357,0.053
51,200,0.279,0.164
51,100,-0.225,-0.414
51,200,0.235,-0.35
51,200,0.39,-0.218
51,200,0.285,0.443
51,200,0.214,0.139
51,200,0.171,-0.432
51,200,0.401,-0.811
51,200,0.414,-0.435
51,200,0.45,-0.833
51,100,-0.407,-0.285
51,100,-0.476,-0.455
51,200,0.487,0.873
51,200,0.071,0.997
51,100,-0.615,0.235
51,100,-0.586,-0.071
51,100,-0.645,0.414
51,100,-0.5,0.041
51,200,0.274,-0.962
51,200,0.311,-0.773
51,100,-0.385,-0.291
51,100,-0.457,0.018
51,200,0.366,0.29
51,200,0.305,0.217
51,100,-0.389,-0.387
51,100,-0.392,-0.122
51,200,0.419,-0.158
51,200,0.288,-0.373
51,200,0.375,-0.183
51,200,0.48,-0.29
52,100,-0.43,-0.22
52,100,-0.437,0.078
52,100,-0.65,0.358
52,100,-0.531,0.149
52,200,0.182,-0.264
52,200,0.195,-0.001
52,200,0.161,0.485
52,200,0.185,0.161
52,200,0.304,-0.753
52,200,0.433,-0.901
52,100,-0.43,-0.903
52,200,0.362,-0.378
52,100,-0.397,0.158
52,100,-0.516,-0.14
52,100,-0.49,-0.143
52,100,-0.376,0.145
52,200,0.079,0.63
52,200,0.422,0.271
52,200,0.286,-0.442
52,100,-0.405,-0.899
52,100,-0.389,0.08
52,100,-0.313,0.143
52,200,0.314,-0.187
52,200,0.305,-0.303
52,200,0.436,0.424
52,200,0.196,0.826
52,100,-0.53,-0.04
52,100,-0.491,-0.456
52,100,-0.498,-0.802
52,100,-0.342,-0.94
52,100,-0.363,-0.604
52,100,-0.393,-0.919
52,200,0.387,-0.432
52,200,0.284,-0.457
52,100,-0.319,-0.564
52,100,-0.346,-0.596
52,200,0.285,-0.243
52,200,0.329,-0.394
52,200,0.312,-0.576
52,200,0.351,-0.332
52,200,0.293,-0.18
52,200,0.263,-0.26
52,100,-0.482,0.285
52,100,-0.472,0.07
52,100,-0.513,0.289
52,100,-0.583,0.21
52,200,0.376,0.639
52,200,0.357,0.319
52,200,0.262,-0.121
52,200,0.248,0.542
52,200,0.204,0.232
52,200,0.252,0.215
52,200,0.291,-0.096
52,200,0.553,-0.306
52,100,-0.367,-0.315
52,100,-0.387,-0.885
52,100,-0.118,-0.318
52,200,0.399,-0.546
52,100,-0.417,-0.086
52,100,-0.558,0.142
52,200,0.357,0.053
52,200,0.372,0.22
52,100,-0.319,-0.695
52,200,0.235,-0.35
52,200,0.39,-0.218
52,200,0.285,0.443
52,200,0.214,0.139
52,200,0.171,-0.432
52,200,0.401,-0.811
52,200,0.45,-0.833
52,100,-0.407,-0.285
52,100,-0.299,0.892
52,200,0.071,0.997
52,100,-0.615,0.235
52,100,-0.586,-0.071
52,100,-0.539,0.131
52,100,-0.645,0.414
52,100,-0.471,0
52,100,-0.5,0.041
52,200,0.274,-0.962
52,200,0.311,-0.773
52,200,0.44,-0.592
52,100,-0.385,-0.291
52,100,-0.457,0.018
52,100,-0.416,-0.007
52,200,0.366,0.29
52,200,0.305,0.217
52,100,-0.439,-0.567
52,100,-0.389,-0.387
52,100,-0.392,-0.122
52,200,0.419,-0.158
52,100,-0.448,-0.894
52,200,0.375,-0.183
52,200,0.48,-0.29
53,100,-0.43,-0.22
53,100,-0.437,0.078
53,100,-0.65,0.358
53,100,-0.531,0.149
53,200,0.308,-0.021
53,200,0.195,-0.001
53,100,-0.352,0.01
53,200,0.161,0.485
53,200,0.185,0.161
53,200,0.304,-0.753
53,200,0.433,-0.901
53,100,-0.43,-0.903
53,200,0.362,-0.378
53,100,-0.397,0.158
53,100,-0.516,-0.14
53,100,-0.49,-0.143
53,100,-0.376,0.145
53,100,-0.452,0.05
53,200,0.079,0.63
53,200,0.422,0.271
53,200,0.286,-0.442
53,100,-0.405,-0.899
53,100,-0.389,0.08
53,100,-0.313,0.143
53,200,0.314,-0.187
53,200,0.305,-0.303
53,100,-0.41,0.386
53,100,-0.53,-0.04
53,100,-0.498,-0.802
53,100,-0.423,-0.146
53,100,-0.342,-0.94
53,100,-0.393,-0.919
53,200,0.387,-0.432
53,200,0.284,-0.457
53,100,-0.319,-0.564
53,100,-0.346,-0.596
